row_index,WROT.PtCnvTmp.Bl2
1,3.09
2,3.09
3,3.09
4,3.09
5,3.09
6,3.09
7,3.09
8,3.0
9,3.0
10,3.09
11,3.0
12,3.0
13,3.09
14,3.0
15,3.0
16,3.0
17,3.0
18,3.0
19,3.0
20,3.0
21,3.0
22,3.09
23,3.0
24,3.0
25,3.0
26,3.0
27,3.0
28,3.0
29,3.0
30,3.0
31,3.0
32,3.0
33,3.0
34,3.0
35,3.0
36,3.0
37,3.0
38,3.0
39,3.0
40,3.0
41,3.0
42,3.0
43,3.0
44,3.0
45,3.0
46,3.0
47,3.0
48,3.0
49,3.0
50,3.0
51,3.0
52,3.0
53,3.0
54,3.0
55,3.0
56,3.0
57,3.0
58,3.0
59,3.0
60,3.0
61,3.0
62,3.0
63,3.0
64,3.0
65,3.0
66,3.0
67,3.0
68,3.0
69,3.0
70,3.0
71,3.0
72,3.0
73,3.0
74,3.0
75,3.0
76,3.0
77,3.0
78,3.0
79,3.0
80,3.0
81,3.0
82,3.0
83,3.0
84,3.0
85,3.0
86,3.0
87,3.0
88,3.0
89,3.0
90,3.0
91,3.0
92,3.0
93,3.0
94,3.0
95,2.9
96,2.9
97,3.0
98,2.9
99,2.9
100,2.9
101,2.9
102,2.9
103,2.9
104,2.9
105,2.9
106,2.9
107,2.9
108,2.9
109,2.9
110,2.9
111,2.9
112,2.9
113,2.9
114,2.9
115,2.9
116,2.9
117,2.9
118,2.9
119,2.9
120,3.0
121,3.0
122,3.0
123,3.0
124,3.0
125,3.0
126,3.0
127,3.0
128,3.0
129,3.0
130,3.0
131,3.0
132,3.0
133,3.0
134,3.0
135,3.0
136,3.0
137,3.0
138,3.09
139,3.0
140,3.0
141,3.0
142,3.09
143,3.0
144,3.09
145,3.0
146,3.09
147,3.09
148,3.0
149,3.09
150,3.09
151,3.09
152,3.0
153,3.0
154,3.0
155,3.0
156,3.0
157,3.0
158,3.0
159,3.0
160,3.0
161,3.0
162,3.0
163,3.0
164,3.0
165,3.0
166,3.0
167,3.0
168,3.0
169,3.0
170,3.0
171,3.0
172,3.0
173,3.0
174,3.0
175,3.0
176,3.0
177,3.0
178,3.0
179,3.0
180,3.0
181,3.0
182,3.0
183,3.0
184,3.0
185,3.0
186,3.0
187,3.0
188,3.0
189,3.0
190,3.0
191,3.0
192,3.0
193,3.0
194,3.0
195,3.0
196,3.0
197,3.0
198,3.0
199,3.0
200,3.0
201,3.0
202,3.0
203,3.0
204,3.0
205,3.0
206,3.0
207,3.0
208,3.0
209,3.0
210,3.0
211,3.0
212,3.0
213,3.0
214,3.0
215,3.0
216,3.0
217,3.0
218,3.0
219,3.0
220,3.0
221,3.0
222,3.0
223,3.0
224,3.0
225,3.0
226,3.0
227,3.0
228,3.0
229,3.0
230,3.0
231,3.0
232,3.0
233,3.0
234,3.0
235,3.0
236,3.0
237,3.0
238,3.0
239,3.09
240,3.09
241,3.0
242,3.0
243,3.0
244,3.0
245,3.0
246,3.0
247,3.0
248,3.0
249,3.0
250,3.0
251,3.0
252,3.0
253,3.0
254,3.0
255,3.0
256,3.0
257,3.0
258,3.0
259,3.0
260,3.0
261,3.0
262,3.0
263,3.0
264,3.0
265,3.0
266,3.0
267,3.0
268,3.0
269,3.0
270,3.0
271,3.0
272,3.0
273,3.0
274,3.0
275,3.0
276,3.0
277,3.0
278,3.0
279,3.0
280,3.0
281,3.0
282,3.09
283,3.0
284,3.0
285,3.0
286,3.0
287,3.0
288,3.0
289,3.0
290,3.0
291,3.0
292,3.0
293,3.0
294,3.0
295,3.0
296,3.0
297,3.0
298,3.0
299,3.0
300,3.0
301,3.0
302,3.0
303,3.0
304,3.0
305,3.0
306,3.0
307,3.0
308,3.0
309,3.0
310,3.0
311,3.0
312,3.0
313,3.0
314,3.0
315,3.0
316,3.0
317,3.0
318,3.0
319,3.0
320,3.0
321,3.0
322,3.0
323,3.0
324,3.0
325,3.0
326,3.0
327,3.0
328,3.0
329,3.0
330,3.0
331,3.0
332,3.0
333,3.0
334,3.0
335,3.0
336,2.9
337,3.0
338,3.0
339,3.0
340,3.0
341,3.0
342,3.0
343,3.0
344,3.0
345,3.0
346,3.0
347,3.0
348,3.0
349,3.0
350,3.0
351,3.0
352,3.0
353,3.0
354,3.0
355,3.0
356,3.0
357,3.0
358,3.0
359,3.0
360,3.0
361,3.0
362,3.0
363,3.0
364,3.0
365,3.0
366,3.0
367,3.0
368,3.0
369,3.0
370,3.0
371,3.0
372,3.09
373,3.09
374,3.09
375,3.09
376,3.09
377,3.09
378,3.0
379,3.09
380,3.09
381,3.09
382,3.09
383,3.09
384,3.09
385,3.09
386,3.09
387,3.09
388,3.09
389,3.09
390,3.09
391,3.09
392,3.09
393,3.09
394,3.09
395,3.09
396,3.09
397,3.09
398,3.09
399,3.09
400,3.09
401,3.09
402,3.09
403,3.09
404,3.09
405,3.09
406,3.09
407,3.09
408,3.09
409,3.09
410,3.09
411,3.09
412,3.09
413,3.09
414,3.09
415,3.09
416,3.09
417,3.09
418,3.0
419,3.09
420,3.09
421,3.0
422,3.0
423,3.0
424,3.0
425,3.0
426,3.0
427,3.0
428,3.0
429,3.0
430,3.0
431,3.0
432,3.0
433,3.0
434,3.0
435,3.0
436,3.0
437,3.0
438,3.0
439,3.0
440,3.0
441,3.09
442,3.09
443,3.09
444,3.09
445,3.09
446,3.09
447,3.09
448,3.09
449,3.09
450,3.09
451,3.09
452,3.09
453,3.09
454,3.09
455,3.09
456,3.09
457,3.09
458,3.09
459,3.09
460,3.09
461,3.0
462,3.0
463,3.09
464,3.0
465,3.09
466,3.0
467,3.0
468,3.0
469,3.0
470,3.0
471,3.0
472,3.0
473,3.0
474,3.0
475,3.0
476,3.0
477,3.0
478,3.0
479,3.0
480,3.0
481,3.0
482,3.0
483,3.0
484,3.0
485,3.0
486,3.0
487,3.0
488,3.0
489,3.0
490,3.0
491,3.09
492,3.09
493,3.09
494,3.09
495,3.0
496,3.0
497,3.0
498,3.0
499,3.0
500,3.0
501,3.0
502,3.0
503,3.0
504,3.0
505,3.0
506,3.0
507,3.0
508,3.09
509,3.09
510,3.09
511,3.09
512,3.09
513,3.09
514,3.0
515,3.0
516,3.0
517,3.0
518,3.0
519,3.0
520,3.0
521,3.0
522,3.0
523,3.0
524,3.0
525,3.0
526,3.0
527,3.0
528,3.0
529,3.0
530,3.0
531,3.0
532,3.0
533,3.0
534,3.0
535,3.0
536,3.0
537,3.0
538,3.0
539,3.0
540,3.0
541,3.09
542,3.09
543,3.09
544,3.0
545,3.09
546,3.09
547,3.0
548,3.0
549,3.0
550,3.0
551,3.0
552,3.0
553,3.0
554,3.0
555,3.0
556,3.0
557,3.0
558,3.0
559,3.0
560,3.0
561,3.0
562,3.0
563,3.0
564,3.0
565,3.0
566,3.0
567,3.0
568,3.0
569,3.0
570,3.0
571,3.0
572,3.0
573,3.0
574,3.0
575,3.0
576,3.0
577,3.0
578,3.0
579,3.0
580,3.0
581,3.0
582,3.0
583,3.0
584,3.0
585,3.0
586,3.0
587,3.0
588,3.0
589,3.0
590,3.0
591,3.0
592,3.0
593,3.0
594,3.0
595,3.0
596,3.0
597,3.0
598,3.0
599,3.0
600,3.0
601,3.0
602,3.0
603,3.0
604,3.0
605,3.0
606,3.0
607,3.0
608,3.0
609,3.0
610,3.0
611,3.0
612,3.0
613,3.0
614,2.9
615,3.0
616,2.9
617,2.9
618,3.0
619,3.0
620,2.9
621,3.0
622,2.9
623,2.9
624,2.9
625,2.9
626,3.0
627,2.9
628,2.9
629,2.9
630,2.9
631,2.9
632,2.9
633,3.0
634,3.0
635,3.0
636,3.0
637,3.0
638,3.0
639,3.0
640,3.0
641,3.0
642,3.0
643,3.0
644,3.0
645,3.0
646,3.0
647,3.0
648,3.0
649,3.0
650,3.0
651,2.9
652,3.0
653,2.9
654,2.9
655,3.0
656,2.9
657,2.9
658,3.0
659,3.0
660,3.0
661,3.0
662,3.0
663,3.0
664,3.0
665,3.0
666,3.0
667,3.0
668,3.0
669,3.0
