row_index,WTUR.Yaw.Speed
211,0.04
212,0.0
213,0.0
214,0.04
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,-0.05
229,-0.05
230,0.0
231,0.04
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,-0.04
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,-0.05
252,0.05
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.04
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.04
268,0.0
269,0.0
270,0.0
271,0.0
272,-0.05
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.04
279,0.0
280,0.04
281,0.0
282,0.0
283,0.04
284,0.0
285,0.04
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,-0.04
297,0.04
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.04
306,0.0
307,0.0
308,0.04
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.09
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.04
331,0.0
332,0.0
333,0.0
334,0.0
335,0.04
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,-0.05
345,0.0
346,0.0
347,0.0
348,0.0
349,0.05
350,0.0
351,0.0
352,0.0
353,0.0
354,0.04
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,-0.05
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.04
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,-0.05
388,0.0
389,0.04
390,0.0
391,0.0
392,0.0
393,-0.05
394,0.0
395,0.04
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.04
409,0.0
410,0.0
411,0.04
412,0.0
413,0.0
414,0.0
415,0.04
416,0.0
417,0.0
418,0.0
419,0.04
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,-0.05
427,0.0
428,0.0
429,0.0
430,0.0
431,-0.05
432,0.04
433,0.0
434,0.0
435,0.0
436,0.0
437,-0.05
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.04
446,0.0
447,0.04
448,0.0
449,0.0
450,0.0
451,0.0
452,0.04
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.09
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.04
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.04
474,0.0
475,0.0
476,0.0
477,0.1
478,0.2
479,0.34
480,0.52
481,0.39
482,0.38
483,0.24
484,0.22
485,0.17
486,0.13
487,0.1
488,0.07
489,0.1
490,0.04
491,0.03
492,0.02
493,0.01
494,0.01
495,0.0
496,0.05
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,-0.05
505,0.0
506,0.0
507,-0.05
508,0.0
509,0.0
510,0.09
511,0.0
512,0.08
513,-0.05
514,0.0
515,0.0
516,0.02
517,0.01
518,0.0
519,0.0
520,0.05
521,0.0
522,0.0
523,0.0
524,0.04
525,0.0
526,0.0
527,0.04
528,-0.01
529,0.03
530,-0.01
531,-0.01
532,-0.01
533,0.0
534,-0.05
535,0.0
536,-0.01
537,-0.01
538,0.03
539,0.02
540,-0.02
541,0.07
542,0.02
543,-0.01
544,-0.01
545,-0.06
546,0.0
547,-0.01
548,0.03
549,-0.02
550,0.07
551,0.02
552,-0.02
553,-0.02
554,0.02
555,-0.02
556,-0.02
557,0.07
558,-0.01
559,-0.06
560,-0.01
561,-0.02
562,-0.02
563,0.03
564,-0.01
565,-0.02
566,-0.02
567,-0.02
568,0.02
569,0.02
570,0.02
571,0.02
572,-0.07
573,-0.02
574,-0.02
575,0.02
576,-0.02
577,0.03
578,-0.02
579,0.02
580,-0.02
581,-0.02
582,-0.07
583,0.02
584,0.02
585,-0.02
586,-0.02
587,-0.02
588,-0.02
589,0.02
590,-0.02
591,-0.02
592,0.02
593,0.02
594,-0.02
595,-0.02
596,-0.02
597,0.02
598,0.07
599,-0.02
600,-0.02
601,0.02
602,0.07
603,-0.02
604,-0.02
605,-0.07
606,0.02
607,-0.02
608,-0.02
609,0.02
610,-0.02
611,-0.02
612,0.07
613,0.02
614,-0.02
615,-0.02
616,-0.01
617,-0.02
618,-0.06
619,-0.01
620,-0.01
621,0.03
622,-0.02
623,-0.01
624,-0.02
625,-0.01
626,0.03
627,0.03
628,-0.02
629,-0.01
630,-0.01
631,-0.01
632,-0.01
633,0.07
634,0.02
635,0.02
636,-0.02
637,-0.02
638,-0.02
639,-0.02
640,0.02
641,-0.02
642,0.02
643,-0.02
644,-0.02
645,-0.02
646,-0.02
647,-0.02
648,0.07
649,0.07
650,-0.02
651,-0.02
652,0.06
653,0.01
654,0.02
655,-0.02
656,-0.02
657,-0.02
658,-0.02
659,0.02
660,0.02
661,0.02
662,-0.02
663,0.02
664,-0.02
665,-0.02
666,-0.02
667,0.02
668,0.02
669,0.02
670,0.02
671,-0.07
672,0.07
673,-0.07
674,-0.01
675,-0.01
676,0.03
677,-0.01
678,-0.01
679,-0.01
680,0.03
681,0.02
682,-0.06
683,0.03
684,0.02
685,-0.02
686,-0.02
687,0.02
688,0.02
689,-0.02
690,0.02
691,-0.02
692,0.02
693,-0.02
694,0.02
695,-0.02
696,-0.02
697,0.02
698,-0.02
699,0.02
700,-0.02
701,0.02
702,-0.02
703,0.02
704,-0.02
705,0.02
706,0.02
707,0.02
708,-0.02
709,-0.02
710,-0.02
711,0.11
712,-0.02
713,0.02
714,0.02
715,0.02
716,0.07
717,0.02
718,0.02
719,-0.02
720,-0.01
721,-0.02
722,-0.06
723,-0.02
724,-0.02
725,0.07
726,-0.02
727,-0.02
728,0.07
729,0.02
730,0.07
731,-0.02
732,-0.02
733,0.03
734,-0.02
735,0.02
736,0.07
737,-0.02
738,0.07
739,-0.02
740,0.07
741,-0.02
742,0.02
743,0.01
744,-0.03
745,0.02
746,0.07
747,0.02
748,0.01
749,0.06
750,-0.08
751,-0.03
752,-0.07
753,-0.02
754,-0.02
755,-0.02
756,0.02
757,0.07
758,-0.02
759,-0.02
760,0.01
761,0.06
762,-0.08
763,-0.03
764,-0.04
765,-0.03
766,0.0
767,0.08
768,-0.01
769,-0.02
770,-0.02
771,-0.02
772,-0.02
773,-0.07
774,-0.02
775,0.02
776,0.02
777,0.02
778,0.02
779,-0.02
780,0.01
781,-0.03
782,0.01
783,-0.03
784,-0.03
785,-0.07
786,-0.02
787,-0.02
788,0.07
789,0.01
790,0.02
791,-0.02
792,-0.02
793,-0.02
794,0.07
795,-0.02
796,0.06
797,0.0
798,0.04
799,0.04
800,0.0
801,0.03
802,0.03
803,-0.01
804,-0.01
805,0.02
806,0.01
807,0.02
808,0.02
809,-0.02
810,-0.03
811,0.02
812,0.01
813,-0.03
814,-0.03
815,-0.03
816,-0.02
817,-0.02
818,0.02
819,0.02
820,0.07
821,-0.02
822,-0.02
823,0.01
824,-0.02
825,-0.02
826,0.02
827,-0.02
828,0.02
829,-0.03
830,-0.08
831,-0.02
832,-0.02
833,-0.02
834,-0.03
835,0.02
836,-0.03
837,0.02
838,-0.02
839,0.06
840,-0.02
841,-0.07
842,-0.02
843,-0.02
844,-0.02
845,-0.02
846,0.07
847,-0.02
848,0.02
849,0.02
850,0.02
851,-0.02
852,-0.02
853,0.07
854,-0.03
855,0.01
856,0.06
857,0.01
858,0.01
859,-0.03
860,-0.02
861,0.07
862,0.02
863,0.07
864,-0.02
865,-0.02
866,-0.02
867,0.02
868,-0.01
869,0.02
870,0.02
871,0.02
872,-0.02
873,0.02
874,0.01
875,0.01
876,0.01
877,0.01
878,-0.03
879,-0.03
880,0.02
881,0.07
882,0.02
883,-0.02
884,0.02
885,0.06
886,-0.02
887,0.02
888,0.02
889,-0.02
890,0.06
891,0.01
892,-0.03
893,-0.03
894,-0.03
895,0.01
896,-0.02
897,-0.03
898,-0.02
899,0.02
900,-0.03
901,0.01
902,0.01
903,-0.03
904,0.11
905,-0.03
906,-0.02
907,-0.02
908,0.02
909,0.02
910,-0.02
911,0.02
912,0.07
913,-0.03
914,0.01
915,-0.03
916,-0.08
917,-0.02
918,-0.03
919,-0.02
920,-0.02
921,0.07
922,-0.02
923,-0.03
924,-0.03
925,-0.07
926,0.07
927,-0.02
928,0.02
929,-0.03
930,-0.03
931,-0.03
932,0.07
933,0.06
934,0.01
935,-0.03
936,0.0
937,0.0
938,0.08
939,-0.01
940,0.07
941,0.07
942,-0.02
943,0.02
944,0.07
945,0.02
946,-0.02
947,-0.02
948,0.07
949,0.01
950,-0.03
951,-0.03
952,-0.02
953,0.02
954,-0.02
955,-0.02
956,-0.02
957,0.02
958,0.02
959,-0.02
960,-0.07
961,0.06
962,0.06
963,0.01
964,0.06
965,0.01
966,0.01
967,-0.03
968,-0.03
969,0.02
970,0.06
971,0.01
972,0.01
973,-0.03
974,-0.03
975,-0.03
976,0.01
977,-0.03
978,-0.02
979,0.02
980,-0.02
981,0.02
982,-0.02
983,0.01
984,0.01
985,-0.03
986,-0.03
987,-0.03
988,0.01
989,0.06
990,-0.03
991,-0.08
992,0.01
993,-0.03
994,0.01
995,-0.03
996,0.0
997,0.12
998,0.5
999,0.42
1000,0.32
1001,0.28
1002,0.27
1003,0.21
1004,0.12
1005,0.14
1006,0.12
1007,0.1
1008,0.09
1009,0.03
1010,0.02
1011,0.05
1012,-0.09
1013,0.0
1014,0.03
1015,0.03
1016,-0.02
1017,0.02
1018,0.01
1019,0.01
1020,0.01
1021,-0.03
1022,0.01
1023,0.02
1024,0.01
1025,0.01
1026,0.01
1027,0.01
1028,0.01
1029,0.01
1030,0.01
1031,0.01
1032,0.01
1033,0.01
1034,-0.03
1035,0.01
1036,-0.04
1037,0.01
1038,0.0
1039,0.01
1040,0.05
1041,-0.03
1042,0.01
1043,0.01
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.01
1049,0.01
1050,0.05
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,-0.04
1057,0.0
1058,0.0
1059,0.0
1060,-0.04
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,-0.04
1066,0.0
1067,-0.09
1068,0.0
1069,0.0
1070,0.0
1071,-0.04
1072,-0.04
1073,0.0
1074,0.0
1075,0.0
1076,0.05
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,-0.04
1083,-0.04
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.04
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.05
1100,-0.04
1101,0.0
1102,0.05
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.05
1109,0.0
1110,0.0
1111,-0.04
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.05
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,-0.04
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,-0.04
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,-0.04
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,-0.04
1153,0.05
1154,0.0
1155,0.0
1156,0.01
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,-0.04
1162,0.01
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,-0.04
1169,0.05
1170,0.05
1171,0.0
1172,0.0
1173,-0.04
1174,0.04
1175,0.0
1176,-0.04
1177,0.0
1178,0.0
1179,0.04
1180,0.04
1181,-0.05
1182,0.0
1183,-0.09
1184,0.0
1185,0.05
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,-0.04
1193,0.0
1194,0.0
1195,0.05
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,-0.04
1211,0.0
1212,0.0
1213,0.05
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,-0.04
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,-0.04
1228,0.0
1229,0.0
1230,0.0
1231,0.05
1232,0.04
1233,0.0
1234,0.09
1235,0.0
1236,-0.05
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,-0.04
1246,-0.04
1247,0.0
1248,0.0
1249,-0.04
1250,0.0
1251,0.0
1252,0.0
1253,-0.04
1254,0.0
1255,-0.04
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,-0.04
1265,0.0
1266,0.05
1267,0.0
1268,-0.05
1269,0.0
1270,-0.04
1271,0.05
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.05
1283,0.05
1284,0.05
1285,0.0
1286,-0.04
1287,0.0
1288,0.0
1289,0.0
1290,0.05
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.05
1302,0.0
1303,0.05
1304,0.0
1305,0.04
1306,0.0
1307,0.0
1308,0.0
1309,0.04
1310,0.0
1311,0.0
1312,-0.04
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.05
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,-0.04
1330,0.0
1331,0.05
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,-0.04
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.04
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.05
1361,0.0
1362,0.0
1363,-0.05
1364,0.0
1365,0.0
1366,0.0
1367,0.05
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,-0.04
1385,0.05
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,-0.04
1409,0.0
1410,0.0
1411,0.05
1412,-0.04
1413,0.0
1414,0.0
1415,0.05
1416,0.0
1417,0.0
1418,0.0
1419,-0.04
1420,0.0
1421,-0.04
1422,0.0
1423,0.0
1424,-0.04
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,-0.04
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.05
1438,0.0
1439,-0.04
1440,0.0
1441,-0.04
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,-0.04
1448,0.0
1449,0.0
1450,0.05
1451,-0.04
1452,0.0
1453,0.09
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,-0.04
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,-0.04
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.05
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.05
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.05
1495,0.05
1496,-0.04
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,-0.05
1504,-0.09
1505,0.0
1506,-0.04
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,-0.04
1513,-0.04
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,-0.05
1530,0.0
1531,0.0
1532,0.0
1533,0.04
1534,0.0
1535,0.0
1536,0.0
1537,0.05
1538,0.0
1539,0.04
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,-0.05
1547,0.0
1548,-0.04
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,-0.05
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.04
1563,0.0
1564,0.04
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,-0.05
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,-0.04
1577,0.0
1578,0.0
1579,0.0
1580,0.04
1581,0.0
1582,0.0
1583,-0.05
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,-0.05
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,-0.04
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,-0.04
1619,-0.04
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,-0.05
1630,0.0
1631,0.0
1632,0.04
1633,0.04
1634,0.0
1635,0.0
1636,-0.05
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,-0.04
1645,-0.04
1646,0.0
1647,0.05
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,-0.05
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,-0.05
1664,-0.05
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,-0.05
1672,0.04
1673,0.0
1674,0.0
1675,0.0
1676,0.04
1677,0.0
1678,-0.05
1679,0.0
1680,-0.05
1681,0.0
1682,0.05
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,-0.04
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,-0.05
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.04
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.04
1715,0.0
1716,0.0
1717,0.0
1718,-0.05
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.05
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,-0.05
1732,0.04
1733,0.0
1734,0.0
1735,-0.05
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,-0.05
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.04
1756,0.0
1757,0.0
1758,-0.04
1759,0.0
1760,-0.04
1761,0.0
1762,0.04
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,-0.04
1788,0.0
1789,-0.04
1790,0.0
1791,0.0
1792,0.0
1793,0.04
1794,0.05
1795,0.0
1796,0.1
1797,0.05
1798,0.0
1799,-0.04
1800,0.0
1801,0.0
1802,0.05
1803,0.0
1804,0.0
1805,0.0
1806,-0.04
1807,0.0
1808,0.0
1809,0.0
1810,0.04
1811,0.0
1812,0.0
1813,0.03
1814,0.02
1815,0.06
1816,0.01
1817,0.0
1818,0.05
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.04
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.04
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.04
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.04
1850,-0.05
1851,0.04
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.04
1858,0.0
1859,0.0
1860,0.04
1861,0.0
1862,0.0
1863,0.09
1864,0.04
1865,0.0
1866,-0.05
1867,0.04
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.04
1878,0.0
1879,0.0
1880,0.09
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.04
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,-0.05
1909,0.05
1910,0.12
1911,0.08
1912,0.31
1913,0.48
1914,0.35
1915,0.3
1916,0.23
1917,0.16
1918,0.12
1919,0.09
1920,0.06
1921,0.0
1922,-0.01
1923,0.02
1924,0.01
1925,0.01
1926,0.0
1927,0.04
1928,0.0
1929,0.0
1930,0.0
1931,0.04
1932,0.0
1933,0.0
1934,-0.01
1935,-0.01
1936,-0.01
1937,-0.01
1938,0.03
1939,0.03
1940,-0.01
1941,-0.01
1942,-0.01
1943,0.02
1944,0.02
1945,0.02
1946,-0.02
1947,-0.02
1948,-0.01
1949,-0.02
1950,-0.02
1951,-0.01
1952,0.03
1953,-0.06
1954,-0.01
1955,0.08
1956,-0.02
1957,-0.06
1958,0.08
1959,0.07
1960,0.02
1961,0.02
1962,-0.02
1963,0.03
1964,-0.01
1965,-0.01
1966,0.03
1967,-0.01
1968,0.07
1969,-0.01
1970,0.02
1971,-0.01
1972,0.07
1973,-0.02
1974,0.02
1975,-0.02
1976,-0.02
1977,0.07
1978,-0.07
1979,-0.07
1980,-0.02
1981,-0.07
1982,-0.02
1983,-0.02
1984,-0.01
1985,0.02
1986,-0.02
1987,-0.01
1988,0.02
1989,-0.02
1990,0.07
1991,-0.02
1992,0.07
1993,0.01
1994,-0.03
1995,0.01
1996,0.01
1997,-0.02
1998,-0.02
1999,0.06
2000,-0.02
2001,0.07
2002,-0.02
2003,0.07
2004,0.02
2005,0.02
2006,-0.07
2007,0.07
2008,-0.02
2009,0.02
2010,0.02
2011,0.01
2012,0.06
2013,-0.03
2014,-0.03
2015,0.02
2016,0.02
2017,0.01
2018,0.01
2019,-0.03
2020,0.01
2021,-0.03
2022,-0.02
2023,-0.04
2024,0.0
2025,-0.01
2026,-0.01
2027,-0.02
2028,-0.02
2029,0.02
2030,0.02
2031,-0.03
2032,-0.03
2033,0.01
2034,-0.02
2035,-0.02
2036,0.02
2037,0.02
2038,0.02
2039,-0.02
2040,0.07
2041,0.07
2042,-0.03
2043,-0.03
2044,0.06
2045,-0.03
2046,-0.03
2047,-0.02
2048,-0.02
2049,0.02
2050,-0.03
2051,-0.02
2052,-0.02
2053,0.02
2054,0.02
2055,0.01
2056,-0.03
2057,0.01
2058,-0.07
2059,-0.02
2060,0.02
2061,-0.07
2062,0.02
2063,0.02
2064,0.01
2065,0.02
2066,0.01
2067,-0.03
2068,-0.03
2069,-0.02
2070,0.02
2071,-0.03
