row_index,WROT.PtCnvTmp.Bl3
522,3.2
523,3.2
524,3.2
525,3.2
526,3.2
527,3.2
528,3.2
529,3.2
530,3.2
531,3.2
532,3.2
533,3.2
534,3.2
535,3.2
536,3.2
537,3.2
538,3.2
539,3.2
540,3.2
541,3.29
542,3.29
543,3.29
544,3.29
545,3.29
546,3.29
547,3.29
548,3.29
549,3.29
550,3.29
551,3.2
552,3.2
553,3.2
554,3.2
555,3.2
556,3.2
557,3.2
558,3.2
559,3.29
560,3.2
561,3.2
562,3.2
563,3.2
564,3.2
565,3.2
566,3.2
567,3.2
568,3.2
569,3.2
570,3.2
571,3.2
572,3.2
573,3.2
574,3.2
575,3.2
576,3.09
577,3.2
578,3.09
579,3.09
580,3.09
581,3.2
582,3.09
583,3.2
584,3.2
585,3.2
586,3.2
587,3.09
588,3.2
589,3.09
590,3.2
591,3.09
592,3.2
593,3.09
594,3.2
595,3.09
596,3.09
597,3.09
598,3.09
599,3.09
600,3.09
601,3.09
602,3.09
603,3.09
604,3.09
605,3.09
606,3.09
607,3.09
608,3.09
609,3.09
610,3.09
611,3.09
612,3.09
613,3.09
614,3.09
615,3.09
616,3.09
617,3.09
618,3.09
619,3.09
620,3.09
621,3.09
622,3.09
623,3.09
624,3.09
625,3.09
626,3.09
627,3.09
628,3.09
629,3.09
630,3.09
631,3.09
632,3.09
633,3.09
634,3.09
635,3.09
636,3.09
637,3.09
638,3.09
639,3.09
640,3.09
641,3.09
642,3.09
643,3.09
644,3.09
645,3.09
646,3.09
647,3.09
648,3.09
649,3.09
650,3.09
651,3.09
652,3.09
653,3.09
654,3.09
655,3.09
656,3.09
657,3.09
658,3.09
659,3.09
660,3.09
661,3.09
662,3.09
663,3.09
664,3.09
665,3.09
666,3.09
667,3.09
668,3.09
669,3.09
670,3.09
671,3.09
672,3.09
673,3.09
674,3.09
675,3.2
676,3.2
677,3.2
678,3.2
679,3.2
680,3.2
681,3.2
682,3.09
683,3.09
684,3.09
685,3.2
686,3.09
687,3.09
688,3.09
689,3.09
690,3.09
691,3.09
692,3.09
693,3.09
694,3.09
695,3.09
696,3.09
697,3.09
698,3.09
699,3.09
700,3.09
701,3.09
702,3.09
703,3.09
704,3.09
705,3.09
706,3.09
707,3.09
708,3.09
709,3.09
710,3.09
711,3.09
712,3.09
713,3.09
714,3.09
715,3.09
716,3.09
717,3.09
718,3.09
719,3.09
720,3.09
721,3.09
722,3.09
723,3.09
724,3.09
725,3.09
726,3.09
727,3.09
728,3.09
729,3.09
730,3.09
731,3.09
732,3.09
733,3.09
734,3.09
735,3.09
736,3.09
737,3.09
738,3.09
739,3.09
740,3.09
741,3.09
742,3.09
743,3.09
744,3.09
745,3.09
746,3.09
747,3.09
748,3.09
749,3.09
750,3.09
751,3.09
752,3.09
753,3.0
754,3.09
755,3.0
756,3.0
757,3.09
758,3.09
759,3.0
760,3.09
761,3.0
762,3.0
763,3.09
764,3.09
765,3.09
766,3.0
767,3.0
768,3.0
769,3.0
770,3.09
771,3.0
772,3.0
773,3.0
774,3.09
775,3.0
776,3.09
777,3.0
778,3.0
779,3.0
780,3.0
781,3.0
782,3.0
783,3.0
784,3.0
785,3.0
786,3.0
787,3.0
788,3.0
789,3.0
790,3.0
791,3.0
792,3.0
793,3.0
794,3.0
795,3.0
796,3.0
797,3.0
798,3.0
799,3.0
800,3.0
801,3.0
802,3.0
803,3.0
804,3.0
805,3.0
806,3.0
807,3.0
808,3.0
809,3.0
810,3.0
811,3.0
812,3.0
813,3.0
814,3.0
815,3.0
816,3.0
817,3.0
818,3.0
819,3.0
820,3.0
821,3.0
822,3.0
823,3.0
824,3.0
825,3.0
826,3.0
827,3.0
828,3.0
829,3.0
830,3.0
831,3.0
832,3.0
833,3.0
834,3.0
835,3.0
836,3.0
837,3.0
838,3.0
839,3.0
840,3.0
841,3.0
842,3.0
843,3.0
844,3.0
845,3.0
846,3.0
847,3.0
848,3.0
849,3.0
850,3.0
851,3.0
852,3.0
853,3.0
854,3.0
855,3.0
856,3.0
857,3.0
858,3.0
859,3.0
860,3.0
861,3.0
862,3.0
863,3.0
864,3.0
865,3.0
866,3.0
867,3.0
868,3.0
869,3.0
870,3.0
871,3.0
872,3.0
873,3.0
874,3.0
875,3.0
876,3.0
877,3.0
878,3.0
879,3.0
880,3.0
881,3.0
882,3.0
883,3.0
884,3.0
885,3.0
886,3.0
887,3.0
888,3.0
889,3.0
890,3.0
891,3.0
892,3.0
893,3.0
894,3.0
895,3.09
896,3.09
897,3.09
898,3.09
899,3.09
900,3.09
901,3.0
902,3.0
903,3.0
904,3.0
905,3.0
906,3.0
907,3.0
908,3.09
909,3.0
910,3.0
911,3.0
912,3.0
913,3.0
914,3.0
915,3.0
916,3.0
917,3.0
918,3.0
919,3.0
920,3.0
921,3.0
922,3.0
923,3.0
924,3.0
925,3.0
926,3.0
927,3.0
928,3.0
929,3.0
930,3.0
931,3.0
932,3.0
933,3.0
934,3.0
935,3.0
936,3.09
937,3.09
938,3.09
939,3.09
940,3.09
941,3.09
942,3.09
943,3.09
944,3.09
945,3.09
946,3.09
947,3.09
948,3.09
949,3.09
950,3.09
951,3.09
952,3.09
953,3.09
954,3.09
955,3.09
956,3.09
957,3.09
958,3.09
959,3.09
960,3.09
961,3.09
962,3.09
963,3.09
964,3.0
965,3.09
966,3.0
967,3.0
968,3.0
969,3.09
970,3.09
971,3.09
972,3.09
973,3.09
974,3.09
975,3.09
976,3.09
977,3.09
978,3.09
979,3.09
980,3.09
981,3.09
982,3.09
983,3.09
984,3.09
985,3.09
986,3.09
987,3.09
988,3.09
989,3.09
990,3.09
991,3.09
992,3.09
993,3.09
994,3.09
995,3.09
996,3.09
997,3.09
998,3.09
999,3.09
1000,3.09
1001,3.09
1002,3.09
1003,3.09
1004,3.09
1005,3.09
1006,3.09
1007,3.09
1008,3.09
1009,3.09
1010,3.09
1011,3.09
1012,3.09
1013,3.09
1014,3.09
1015,3.09
1016,3.09
1017,3.09
1018,3.09
1019,3.09
1020,3.09
1021,3.09
1022,3.09
1023,3.09
1024,3.09
1025,3.09
1026,3.09
1027,3.09
1028,3.09
1029,3.09
1030,3.09
1031,3.09
1032,3.09
1033,3.09
1034,3.09
1035,3.09
1036,3.09
1037,3.09
1038,3.09
1039,3.09
1040,3.09
1041,3.09
1042,3.09
1043,3.09
1044,3.09
1045,3.09
1046,3.09
1047,3.09
1048,3.09
1049,3.09
1050,3.09
1051,3.09
1052,3.09
1053,3.09
1054,3.09
1055,3.09
1056,3.09
1057,3.09
1058,3.09
1059,3.09
1060,3.09
1061,3.09
1062,3.09
1063,3.09
1064,3.09
1065,3.09
1066,3.09
1067,3.09
1068,3.09
1069,3.09
1070,3.09
1071,3.09
1072,3.09
1073,3.09
1074,3.09
1075,3.09
1076,3.09
1077,3.09
1078,3.09
1079,3.09
1080,3.09
1081,3.09
1082,3.09
1083,3.09
1084,3.09
1085,3.09
1086,3.09
1087,3.09
1088,3.09
1089,3.09
1090,3.09
1091,3.09
1092,3.09
1093,3.09
1094,3.09
1095,3.09
1096,3.09
1097,3.09
1098,3.09
1099,3.09
1100,3.09
1101,3.09
1102,3.09
1103,3.09
1104,3.09
1105,3.09
1106,3.09
1107,3.09
1108,3.09
1109,3.09
1110,3.09
1111,3.09
1112,3.09
1113,3.09
1114,3.09
1115,3.09
1116,3.0
1117,3.0
1118,3.0
1119,3.09
1120,3.09
1121,3.09
1122,3.0
1123,3.0
1124,3.0
1125,3.0
1126,3.0
1127,3.0
1128,3.0
1129,3.0
1130,3.0
1131,3.0
1132,3.0
1133,3.0
1134,3.0
1135,3.0
1136,3.0
1137,3.09
1138,3.09
1139,3.09
1140,3.09
1141,3.09
1142,3.09
1143,3.09
1144,3.09
1145,3.09
1146,3.09
1147,3.09
1148,3.09
1149,3.09
1150,3.09
1151,3.09
1152,3.09
1153,3.09
1154,3.09
1155,3.09
1156,3.09
1157,3.09
1158,3.09
1159,3.09
1160,3.09
1161,3.09
1162,3.09
1163,3.09
1164,3.09
1165,3.09
1166,3.09
1167,3.09
1168,3.09
1169,3.09
1170,3.09
1171,3.09
1172,3.09
1173,3.09
1174,3.09
1175,3.09
1176,3.09
1177,3.09
1178,3.09
1179,3.09
1180,3.09
1181,3.09
1182,3.09
1183,3.09
1184,3.09
1185,3.09
1186,3.09
1187,3.09
1188,3.09
1189,3.09
1190,3.09
1191,3.09
1192,3.09
1193,3.09
1194,3.09
1195,3.09
1196,3.09
1197,3.09
1198,3.09
1199,3.09
1200,3.09
1201,3.09
1202,3.09
1203,3.09
1204,3.09
1205,3.09
1206,3.09
1207,3.09
1208,3.09
1209,3.09
1210,3.09
1211,3.09
1212,3.09
1213,3.09
1214,3.09
1215,3.09
1216,3.09
1217,3.09
1218,3.09
1219,3.09
1220,3.09
1221,3.09
1222,3.09
1223,3.09
1224,3.09
1225,3.09
1226,3.09
1227,3.09
1228,3.09
1229,3.09
1230,3.09
1231,3.09
1232,3.09
1233,3.09
1234,3.09
1235,3.09
1236,3.09
1237,3.09
1238,3.09
1239,3.09
1240,3.09
1241,3.09
1242,3.09
1243,3.09
1244,3.09
1245,3.09
1246,3.09
1247,3.09
1248,3.09
1249,3.09
1250,3.09
1251,3.09
1252,3.09
1253,3.09
1254,3.09
1255,3.09
1256,3.09
1257,3.09
1258,3.09
1259,3.0
1260,3.09
1261,3.0
1262,3.09
1263,3.09
1264,3.09
1265,3.09
1266,3.09
1267,3.09
1268,3.09
1269,3.09
1270,3.09
1271,3.09
1272,3.09
1273,3.09
1274,3.09
1275,3.09
1276,3.09
1277,3.09
1278,3.09
1279,3.09
1280,3.09
1281,3.09
1282,3.09
1283,3.09
1284,3.09
1285,3.09
1286,3.09
1287,3.09
1288,3.09
1289,3.09
1290,3.09
1291,3.09
1292,3.09
1293,3.09
1294,3.09
1295,3.09
1296,3.09
1297,3.09
1298,3.09
1299,3.09
1300,3.09
1301,3.09
1302,3.09
1303,3.09
1304,3.09
1305,3.09
1306,3.09
1307,3.09
1308,3.09
1309,3.09
1310,3.09
1311,3.09
1312,3.09
1313,3.09
1314,3.09
1315,3.09
1316,3.09
1317,3.09
1318,3.09
1319,3.09
1320,3.09
1321,3.09
1322,3.09
1323,3.09
1324,3.09
1325,3.09
1326,3.09
1327,3.09
1328,3.09
1329,3.09
1330,3.09
1331,3.09
1332,3.09
1333,3.09
1334,3.09
1335,3.09
1336,3.09
1337,3.09
1338,3.09
1339,3.2
1340,3.2
1341,3.09
1342,3.09
1343,3.09
1344,3.09
1345,3.09
1346,3.09
1347,3.2
1348,3.2
1349,3.2
1350,3.2
1351,3.2
1352,3.2
1353,3.2
1354,3.2
1355,3.2
1356,3.2
1357,3.29
1358,3.29
1359,3.2
1360,3.29
1361,3.2
1362,3.2
1363,3.29
1364,3.29
1365,3.29
1366,3.29
1367,3.29
1368,3.29
1369,3.29
1370,3.29
1371,3.29
1372,3.29
1373,3.29
1374,3.29
1375,3.29
1376,3.29
1377,3.2
1378,3.2
1379,3.2
1380,3.2
1381,3.2
1382,3.2
1383,3.2
1384,3.2
1385,3.2
1386,3.2
1387,3.2
1388,3.2
1389,3.29
1390,3.29
1391,3.29
1392,3.29
1393,3.29
1394,3.29
1395,3.2
1396,3.2
1397,3.2
1398,3.2
1399,3.2
1400,3.2
1401,3.2
1402,3.2
1403,3.2
1404,3.2
1405,3.2
1406,3.2
1407,3.2
1408,3.2
1409,3.2
1410,3.2
1411,3.2
1412,3.2
1413,3.09
1414,3.2
1415,3.09
1416,3.09
1417,3.09
1418,3.09
1419,3.09
1420,3.09
1421,3.09
1422,3.09
1423,3.09
1424,3.09
1425,3.09
1426,3.09
1427,3.09
1428,3.09
1429,3.09
1430,3.09
1431,3.09
1432,3.2
1433,3.2
1434,3.2
1435,3.2
1436,3.2
1437,3.2
1438,3.2
1439,3.2
1440,3.09
1441,3.2
1442,3.09
1443,3.09
1444,3.2
1445,3.09
1446,3.09
1447,3.09
1448,3.09
1449,3.09
1450,3.09
1451,3.09
1452,3.09
1453,3.09
1454,3.09
1455,3.09
1456,3.09
1457,3.09
1458,3.09
1459,3.09
1460,3.09
1461,3.09
1462,3.09
1463,3.09
1464,3.09
1465,3.09
1466,3.09
1467,3.09
1468,3.09
1469,3.09
1470,3.09
1471,3.09
1472,3.09
1473,3.09
1474,3.09
1475,3.09
1476,3.09
1477,3.09
1478,3.09
1479,3.09
1480,3.09
1481,3.09
1482,3.09
1483,3.09
1484,3.09
1485,3.09
1486,3.09
1487,3.09
1488,3.09
1489,3.09
1490,3.2
1491,3.2
1492,3.2
1493,3.2
1494,3.09
1495,3.09
1496,3.2
1497,3.09
1498,3.09
1499,3.09
1500,3.09
1501,3.09
1502,3.09
1503,3.09
1504,3.09
1505,3.09
1506,3.09
1507,3.09
1508,3.09
1509,3.09
1510,3.09
1511,3.09
1512,3.09
1513,3.09
1514,3.09
1515,3.09
1516,3.09
1517,3.09
1518,3.09
1519,3.09
1520,3.09
1521,3.09
1522,3.09
1523,3.09
1524,3.09
1525,3.09
1526,3.09
1527,3.09
1528,3.09
1529,3.09
1530,3.09
1531,3.09
1532,3.09
1533,3.09
1534,3.09
1535,3.09
1536,3.09
1537,3.09
1538,3.09
1539,3.09
1540,3.09
1541,3.09
1542,3.09
1543,3.09
1544,3.09
1545,3.09
1546,3.09
1547,3.09
1548,3.09
1549,3.09
1550,3.09
1551,3.09
1552,3.09
1553,3.09
1554,3.09
1555,3.09
1556,3.09
1557,3.09
1558,3.09
1559,3.09
1560,3.09
1561,3.09
1562,3.09
1563,3.09
1564,3.09
1565,3.09
1566,3.09
1567,3.09
1568,3.09
1569,3.09
1570,3.09
1571,3.09
1572,3.09
1573,3.09
1574,3.09
1575,3.09
1576,3.09
1577,3.09
1578,3.09
1579,3.09
1580,3.09
1581,3.09
1582,3.2
1583,3.2
1584,3.2
1585,3.2
1586,3.2
1587,3.2
1588,3.2
1589,3.2
1590,3.2
1591,3.2
1592,3.09
1593,3.09
1594,3.09
1595,3.09
1596,3.09
1597,3.09
1598,3.09
1599,3.09
1600,3.2
1601,3.2
1602,3.2
1603,3.2
1604,3.2
1605,3.2
1606,3.2
1607,3.2
1608,3.09
1609,3.09
1610,3.09
1611,3.09
1612,3.09
1613,3.09
1614,3.09
1615,3.09
1616,3.09
1617,3.09
1618,3.09
1619,3.09
1620,3.09
1621,3.09
1622,3.09
1623,3.09
1624,3.09
1625,3.2
1626,3.2
1627,3.2
1628,3.2
1629,3.2
1630,3.2
1631,3.2
1632,3.2
1633,3.2
1634,3.2
1635,3.2
1636,3.2
1637,3.2
1638,3.2
1639,3.2
1640,3.2
1641,3.2
1642,3.2
1643,3.2
1644,3.2
1645,3.2
1646,3.09
1647,3.09
1648,3.09
1649,3.09
1650,3.09
1651,3.09
1652,3.09
1653,3.09
1654,3.09
1655,3.09
1656,3.09
1657,3.09
1658,3.09
1659,3.09
1660,3.09
1661,3.09
1662,3.09
1663,3.09
1664,3.09
1665,3.09
1666,3.09
1667,3.09
1668,3.09
1669,3.09
1670,3.09
1671,3.09
1672,3.09
1673,3.09
1674,3.09
1675,3.09
1676,3.09
1677,3.09
1678,3.09
1679,3.09
1680,3.09
1681,3.09
1682,3.09
1683,3.09
1684,3.09
1685,3.09
1686,3.09
1687,3.09
1688,3.09
1689,3.09
1690,3.09
1691,3.09
1692,3.09
1693,3.09
1694,3.09
1695,3.09
1696,3.09
1697,3.09
1698,3.09
1699,3.09
1700,3.09
1701,3.09
1702,3.09
1703,3.09
1704,3.09
1705,3.09
1706,3.09
1707,3.09
1708,3.09
1709,3.09
1710,3.09
1711,3.09
1712,3.09
1713,3.09
1714,3.09
1715,3.09
1716,3.09
1717,3.09
1718,3.09
1719,3.09
1720,3.09
1721,3.09
1722,3.09
1723,3.09
1724,3.09
1725,3.09
1726,3.09
1727,3.09
1728,3.09
1729,3.0
1730,3.09
1731,3.09
1732,3.0
1733,3.09
1734,3.09
1735,3.09
1736,3.09
1737,3.09
1738,3.09
1739,3.09
1740,3.09
1741,3.09
1742,3.09
1743,3.09
1744,3.09
1745,3.09
1746,3.09
1747,3.09
1748,3.09
1749,3.09
1750,3.09
1751,3.09
1752,3.09
1753,3.09
1754,3.0
1755,3.09
1756,3.0
1757,3.09
1758,3.0
1759,3.09
1760,3.0
1761,3.0
1762,3.09
1763,3.0
1764,3.0
1765,3.0
1766,3.0
1767,3.0
1768,3.0
1769,3.0
1770,3.0
1771,3.0
1772,3.0
1773,3.0
1774,3.0
1775,3.0
1776,3.0
1777,3.0
1778,3.0
1779,3.0
1780,3.0
1781,3.0
1782,3.0
1783,3.0
1784,3.0
1785,3.0
1786,3.0
1787,3.0
1788,3.0
1789,3.0
1790,3.0
1791,3.0
1792,3.0
1793,3.0
1794,3.0
1795,3.0
1796,3.0
1797,3.0
1798,3.0
1799,3.0
1800,3.0
1801,3.0
1802,3.0
1803,3.0
1804,3.0
1805,3.0
1806,3.0
1807,3.0
1808,3.0
1809,3.0
1810,3.0
1811,3.0
1812,3.0
1813,3.0
1814,3.0
1815,3.0
1816,3.0
1817,3.0
1818,3.0
1819,3.0
1820,3.0
1821,3.0
1822,3.0
1823,3.0
1824,3.0
1825,3.0
1826,3.0
1827,3.0
1828,3.0
1829,3.0
1830,3.0
1831,3.0
1832,3.0
1833,3.0
1834,3.0
1835,3.0
1836,3.0
1837,3.0
1838,3.0
1839,3.0
1840,3.0
1841,3.0
1842,3.0
1843,3.0
1844,3.0
1845,3.0
1846,3.0
1847,3.0
1848,3.0
1849,3.0
1850,3.0
1851,3.0
1852,3.0
1853,3.0
1854,3.0
1855,3.0
1856,3.0
1857,3.0
1858,3.0
1859,3.0
1860,3.0
1861,3.0
1862,3.0
1863,3.0
1864,3.0
1865,3.0
1866,3.0
1867,3.0
1868,3.0
1869,3.0
1870,3.0
1871,3.0
1872,2.9
1873,3.0
1874,2.9
1875,3.0
1876,3.0
1877,2.9
1878,3.0
1879,2.9
1880,3.0
1881,3.0
1882,3.0
1883,3.0
1884,3.0
1885,2.9
1886,3.0
1887,3.0
1888,2.9
1889,2.9
1890,2.9
1891,3.0
1892,2.9
1893,2.9
1894,2.9
1895,2.9
1896,2.9
1897,3.0
1898,2.9
1899,2.9
1900,2.9
1901,2.9
1902,2.9
1903,2.9
1904,2.9
1905,2.9
1906,2.9
1907,2.9
1908,2.9
1909,2.9
1910,2.9
1911,2.9
1912,2.9
1913,2.9
1914,2.9
1915,2.9
1916,2.9
1917,2.9
1918,2.9
1919,2.9
1920,2.9
1921,2.9
1922,2.9
1923,2.9
1924,2.9
1925,2.9
1926,2.9
1927,2.9
1928,2.9
1929,2.9
1930,2.9
1931,2.9
1932,2.9
1933,2.9
1934,2.9
1935,2.9
1936,2.9
1937,2.9
1938,2.9
1939,2.9
1940,2.9
1941,2.9
1942,2.9
1943,2.9
1944,2.79
1945,2.9
1946,2.9
1947,2.9
1948,2.9
1949,2.79
1950,2.9
1951,2.9
1952,2.9
1953,2.79
1954,2.9
1955,2.9
1956,2.9
1957,2.9
1958,2.9
1959,2.9
1960,2.9
1961,2.79
1962,2.9
1963,2.79
1964,2.9
1965,2.9
1966,2.9
1967,2.9
1968,2.9
1969,2.79
1970,2.9
1971,2.79
1972,2.79
1973,2.79
1974,2.79
1975,2.79
1976,2.79
1977,2.79
1978,2.79
1979,2.79
1980,2.79
1981,2.79
1982,2.79
1983,2.79
1984,2.79
1985,2.79
1986,2.79
1987,2.79
1988,2.79
1989,2.79
1990,2.79
1991,2.79
1992,2.9
1993,2.79
1994,2.79
1995,2.79
1996,2.79
1997,2.79
1998,2.79
1999,2.79
2000,2.79
2001,2.79
2002,2.79
2003,2.9
2004,2.9
2005,2.9
2006,3.0
2007,2.9
2008,3.0
2009,2.9
2010,2.9
2011,2.9
2012,2.9
2013,2.9
2014,2.9
2015,2.9
2016,2.9
2017,2.9
2018,2.9
2019,2.9
2020,2.9
2021,2.9
2022,2.9
2023,2.9
2024,2.9
2025,2.9
2026,2.9
2027,2.9
2028,2.9
2029,2.9
2030,2.9
2031,2.9
2032,2.9
2033,2.9
2034,2.9
2035,2.9
2036,2.9
2037,2.9
2038,2.9
2039,2.9
2040,3.0
2041,3.0
2042,2.9
2043,2.9
2044,2.9
2045,2.9
2046,2.9
2047,2.9
2048,2.9
2049,2.9
2050,2.9
2051,2.9
2052,2.9
2053,2.9
2054,3.0
2055,3.0
2056,3.0
2057,3.0
2058,3.0
2059,3.0
2060,3.0
2061,3.0
2062,3.0
2063,3.0
2064,3.0
2065,3.0
2066,3.0
2067,3.0
2068,3.0
2069,3.0
2070,3.0
2071,3.0
2072,3.0
2073,3.0
2074,3.0
2075,3.0
2076,3.0
2077,3.0
2078,3.0
2079,3.0
2080,3.0
2081,3.0
2082,3.0
2083,3.0
2084,3.0
2085,3.0
2086,3.0
2087,3.0
2088,3.0
2089,3.0
2090,3.0
2091,3.0
2092,3.0
2093,3.0
2094,3.0
2095,3.0
2096,3.0
2097,3.0
2098,3.0
2099,3.0
2100,3.0
2101,3.0
2102,3.0
2103,3.0
2104,3.0
2105,3.0
2106,3.0
2107,3.0
2108,3.0
2109,3.0
2110,3.0
2111,3.0
2112,3.0
2113,3.0
2114,3.0
2115,3.0
2116,3.0
2117,3.0
2118,3.0
2119,3.0
2120,3.0
2121,3.0
2122,3.0
2123,3.0
2124,3.0
2125,3.0
2126,3.0
2127,3.0
2128,3.0
2129,3.0
2130,3.0
2131,3.0
2132,3.0
2133,3.0
2134,3.0
2135,3.0
2136,3.0
